time_s,vibration_mm_s
0.336000,7.310186
0.336500,6.166304
0.337000,2.091668
0.337500,-1.650438
0.338000,-5.005285
0.338500,-6.279081
0.339000,-6.113943
0.339500,-3.828982
0.340000,-1.354812
0.340500,2.032251
0.341000,4.511505
0.341500,5.893770
0.342000,5.147753
0.342500,1.718544
0.343000,-1.766300
0.343500,-4.807778
0.344000,-7.248962
0.344500,-7.249870
0.345000,-7.179396
0.345500,-3.876683
0.346000,-0.601961
0.346500,1.565799
0.347000,3.581975
0.347500,3.347909
0.348000,1.781070
0.348500,-0.509749
0.349000,-3.884245
0.349500,-6.070766
0.350000,-5.894280
0.350500,-3.796970
0.351000,-1.437396
0.351500,2.456343
0.352000,6.567174
0.352500,8.472946
0.353000,9.137362
0.353500,7.234385
0.354000,4.428818
0.354500,0.097881
0.355000,-2.628948
0.355500,-4.472869
0.356000,-4.826133
0.356500,-3.217126
0.357000,0.501022
0.357500,3.027110
0.358000,4.844770
0.358500,5.738934
0.359000,4.966182
0.359500,0.882437
0.360000,-2.201493
0.360500,-5.051560
0.361000,-5.952256
0.361500,-6.510577
0.362000,-4.626143
0.362500,-2.449914
0.363000,0.835245
0.363500,4.056369
0.364000,4.989436
0.364500,4.393793
0.365000,1.614707
0.365500,-1.676807
0.366000,-5.190392
0.366500,-7.381098
0.367000,-8.057178
0.367500,-7.745586
0.368000,-5.092295
0.368500,-0.076403
0.369000,3.497603
0.369500,4.956288
0.370000,5.230263
0.370500,4.849114
0.371000,2.738814
0.371500,0.241071
0.372000,-2.531234
0.372500,-3.770154
0.373000,-3.133675
0.373500,-0.394471
0.374000,2.702198
0.374500,5.506412
0.375000,8.727755
0.375500,8.862745
0.376000,6.935189
0.376500,2.943322
0.377000,-0.165116
0.377500,-3.673380
0.378000,-5.845313
0.378500,-5.744024
0.379000,-4.347053
0.379500,-1.351717
0.380000,1.937926
0.380500,4.493451
0.381000,4.833596
0.381500,4.911353
0.382000,2.313129
0.382500,-1.304840
0.383000,-3.456659
0.383500,-5.808971
0.384000,-6.687779
0.384500,-6.045307
0.385000,-3.083676
0.385500,-0.465208
0.386000,2.401322
0.386500,3.434604
0.387000,3.857201
0.387500,1.875763
0.388000,-1.610196
0.388500,-4.210096
0.389000,-6.473333
0.389500,-6.348093
0.390000,-5.399974
0.390500,-2.766418
0.391000,1.238283
0.391500,4.958172
0.392000,7.546999
0.392500,8.082946
0.393000,7.377167
0.393500,4.493029
0.394000,0.916967
0.394500,-1.454128
0.395000,-3.372918
0.395500,-4.394199
0.396000,-2.183158
0.396500,0.952414
0.397000,3.901436
0.397500,6.064777
0.398000,6.344396
0.398500,4.867057
0.399000,2.106435
0.399500,-0.794331
0.400000,-4.067536
0.400500,-5.856366
0.401000,-6.328446
0.401500,-5.363720
0.402000,-2.950430
0.402500,0.802368
0.403000,3.886888
0.403500,5.186710
0.404000,4.625902
0.404500,2.751428
0.405000,-0.938170
0.405500,-4.586171
0.406000,-6.986238
0.406500,-8.431474
0.407000,-7.397036
0.407500,-4.918435
0.408000,-2.057189
0.408500,1.596460
0.409000,4.760303
0.409500,4.488887
0.410000,3.126873
0.410500,0.923309
0.411000,-1.116808
0.411500,-3.416711
0.412000,-4.446191
0.412500,-3.129514
0.413000,-2.268767
0.413500,2.368297
0.414000,6.272648
0.414500,7.658446
0.415000,8.699444
0.415500,7.316891
0.416000,4.364527
0.416500,0.825483
0.417000,-2.070470
0.417500,-4.354347
0.418000,-5.888042
0.418500,-3.770321
0.419000,-1.866475
0.419500,2.030059
0.420000,4.032349
0.420500,5.524417
0.421000,5.226681
0.421500,4.261069
0.422000,0.151253
0.422500,-3.797979
0.423000,-5.617264
0.423500,-7.076996
0.424000,-6.244075
0.424500,-3.292918
0.425000,-0.508706
0.425500,2.476406
0.426000,4.089284
0.426500,4.206620
0.427000,2.466873
0.427500,-1.504017
0.428000,-3.831278
0.428500,-7.166918
0.429000,-8.482253
0.429500,-7.101000
0.430000,-4.408149
0.430500,-0.948674
0.431000,3.566975
0.431500,5.707912
0.432000,7.436338
0.432500,6.794745
0.433000,4.810600
0.433500,1.876809
0.434000,-1.568416
0.434500,-2.744978
0.435000,-3.241047
0.435500,-2.563602
0.436000,0.076311
0.436500,3.857779
0.437000,6.123720
0.437500,7.061817
0.438000,6.154037
0.438500,3.669721
0.439000,0.409223
0.439500,-3.941781
0.440000,-6.479019
0.440500,-7.243561
0.441000,-5.570129
0.441500,-2.515997
0.442000,0.212550
0.442500,2.472314
0.443000,4.623316
0.443500,4.977040
0.444000,3.238494
0.444500,0.118073
0.445000,-3.299429
0.445500,-6.417513
0.446000,-7.387170
0.446500,-7.720981
0.447000,-5.718292
0.447500,-2.038932
0.448000,0.405275
0.448500,3.563438
0.449000,4.289603
0.449500,3.290180
0.450000,1.700452
0.450500,-2.056767
0.451000,-3.454233
0.451500,-5.553212
0.452000,-5.370809
0.452500,-2.479504
0.453000,0.589209
0.453500,4.474927
0.454000,7.880473
0.454500,9.256525
0.455000,8.101387
0.455500,6.270269
0.456000,2.786996
0.456500,-0.717228
0.457000,-3.750086
0.457500,-4.430376
0.458000,-4.881696
0.458500,-1.907061
0.459000,0.920978
0.459500,4.055741
0.460000,5.311953
0.460500,5.276200
0.461000,4.179777
0.461500,0.267542
0.462000,-2.860335
0.462500,-5.756436
0.463000,-6.769343
0.463500,-6.107191
0.464000,-3.643872
0.464500,-0.191468
0.465000,3.056617
0.465500,4.502872
0.466000,4.877045
0.466500,2.594732
0.467000,0.015959
0.467500,-3.128453
0.468000,-6.219010
0.468500,-8.129621
0.469000,-7.580958
0.469500,-5.571371
0.470000,-1.811183
0.470500,1.659984
0.471000,4.560687
0.471500,6.503014
0.472000,5.011615
0.472500,4.502723
0.473000,0.097653
0.473500,-1.917557
0.474000,-2.882614
0.474500,-3.126784
0.475000,-2.331395
0.475500,0.586363
0.476000,4.605678
0.476500,6.497620
0.477000,8.810570
0.477500,7.270236
0.478000,5.023231
0.478500,1.950021
0.479000,-2.378051
0.479500,-5.713269
0.480000,-6.602532
0.480500,-5.878186
0.481000,-4.037875
0.481500,-0.299434
0.482000,2.703571
0.482500,5.487868
0.483000,5.516526
0.483500,3.909465
0.484000,1.061411
0.484500,-2.311509
0.485000,-5.223408
0.485500,-7.621637
0.486000,-7.592416
0.486500,-4.954503
0.487000,-2.633053
0.487500,0.118204
0.488000,3.260249
0.488500,4.174558
0.489000,2.526067
0.489500,0.909148
0.490000,-1.923906
0.490500,-4.821947
0.491000,-6.255419
0.491500,-6.801146
0.492000,-3.974505
0.492500,-0.727775
0.493000,3.158791
0.493500,7.060349
0.494000,9.171660
0.494500,9.204610
0.495000,7.051952
0.495500,3.277590
0.496000,-0.019156
0.496500,-2.592675
0.497000,-4.077888
0.497500,-3.495774
0.498000,-1.100633
0.498500,1.466203
0.499000,3.939378
0.499500,5.704405
0.500000,6.078090
0.500500,4.031935
0.501000,1.101835
0.501500,-2.228535
0.502000,-5.499674
0.502500,-6.457712
0.503000,-6.170267
0.503500,-4.675894
0.504000,-0.424495
0.504500,2.041000
0.505000,3.879826
0.505500,4.753431
0.506000,3.488187
0.506500,1.072609
0.507000,-2.667397
0.507500,-6.028278
0.508000,-7.742562
0.508500,-8.106289
0.509000,-6.452185
0.509500,-3.318430
0.510000,0.404734
0.510500,2.474452
0.511000,4.994043
0.511500,4.320885
0.512000,3.608485
0.512500,0.965313
0.513000,-1.333636
0.513500,-3.129785
0.514000,-3.826298
0.514500,-2.661924
0.515000,0.572124
0.515500,3.597811
0.516000,6.817929
0.516500,8.884103
0.517000,8.056217
0.517500,6.508048
0.518000,3.025756
0.518500,-1.459905
0.519000,-3.872222
0.519500,-5.660808
0.520000,-5.662638
0.520500,-4.011631
0.521000,-0.965005
0.521500,2.353635
0.522000,5.078945
0.522500,5.156308
0.523000,4.548904
0.523500,1.205132
0.524000,-1.771250
0.524500,-4.755275
0.525000,-5.738115
0.525500,-7.447490
0.526000,-4.737613
0.526500,-2.464922
0.527000,0.779498
0.527500,3.146375
0.528000,4.313861
0.528500,3.319645
0.529000,1.626865
0.529500,-2.346815
0.530000,-4.799763
0.530500,-7.493418
0.531000,-7.459557
0.531500,-6.115647
0.532000,-2.209196
0.532500,2.176686
0.533000,5.196750
0.533500,7.469674
0.534000,7.551947
0.534500,6.467386
0.535000,3.123503
0.535500,0.146622
0.536000,-2.082652
0.536500,-2.954356
0.537000,-1.921926
0.537500,-1.282529
0.538000,2.409889
0.538500,4.744889
0.539000,6.380775
0.539500,6.748283
0.540000,4.934733
0.540500,1.900138
0.541000,-1.909460
0.541500,-5.435818
0.542000,-7.260342
0.542500,-6.288432
0.543000,-4.761236
0.543500,-1.773633
0.544000,1.846915
0.544500,4.770339
0.545000,5.557330
0.545500,4.340534
0.546000,2.525332
0.546500,-0.858664
0.547000,-4.763163
0.547500,-6.994281
0.548000,-7.580777
0.548500,-6.421215
0.549000,-3.913336
0.549500,-0.519055
0.550000,2.529028
0.550500,3.755447
0.551000,4.645447
0.551500,2.332402
0.552000,-0.031681
0.552500,-1.968555
0.553000,-4.139918
0.553500,-4.333761
0.554000,-3.679640
0.554500,-1.143750
0.555000,2.879297
0.555500,6.427476
0.556000,8.609833
0.556500,9.366582
0.557000,7.136912
0.557500,4.276642
0.558000,-0.036024
0.558500,-2.814262
0.559000,-5.011122
0.559500,-5.489267
0.560000,-3.668009
0.560500,-0.820645
0.561000,2.247305
0.561500,5.436997
0.562000,5.562046
0.562500,4.571226
0.563000,1.341383
0.563500,-1.494728
0.564000,-4.407441
0.564500,-6.653088
0.565000,-6.207897
0.565500,-5.423226
0.566000,-2.107518
0.566500,0.604740
0.567000,3.256506
0.567500,4.475317
0.568000,3.957430
0.568500,2.386588
0.569000,-2.542587
0.569500,-5.807159
0.570000,-7.670402
0.570500,-8.185633
0.571000,-6.670146
0.571500,-3.823477
0.572000,-0.323877
0.572500,3.956450
0.573000,6.575329
0.573500,7.105255
0.574000,6.422379
0.574500,3.724588
0.575000,0.390308
0.575500,-1.685237
0.576000,-3.232131
0.576500,-2.886596
0.577000,-0.316882
0.577500,1.067673
0.578000,4.469158
0.578500,6.611994
0.579000,7.348227
0.579500,5.932859
0.580000,2.443766
0.580500,-1.065130
0.581000,-4.435716
0.581500,-5.281493
0.582000,-5.880838
0.582500,-5.216220
0.583000,-2.263074
0.583500,0.831690
0.584000,3.367819
0.584500,5.484676
0.585000,4.655385
0.585500,2.788884
0.586000,-1.160225
0.586500,-4.309262
0.587000,-6.565787
0.587500,-7.496300
0.588000,-6.634811
0.588500,-4.931743
0.589000,-0.868080
0.589500,1.470968
0.590000,3.940973
0.590500,3.919185
0.591000,1.915412
0.591500,-0.307338
0.592000,-2.983993
0.592500,-5.136367
0.593000,-6.183489
0.593500,-4.387773
0.594000,-1.791805
0.594500,1.484940
0.595000,5.638634
0.595500,8.813767
0.596000,9.749488
0.596500,7.400415
0.597000,4.796359
0.597500,2.198338
0.598000,-2.183726
0.598500,-4.505484
0.599000,-4.652849
0.599500,-2.987835
0.600000,-0.603434
0.600500,2.179835
0.601000,4.582618
0.601500,5.577704
0.602000,4.742620
0.602500,3.633275
0.603000,-0.469586
0.603500,-3.514620
0.604000,-6.352663
0.604500,-6.854906
0.605000,-5.853404
0.605500,-3.963164
0.606000,-0.161004
0.606500,2.563855
0.607000,3.980182
0.607500,4.162980
0.608000,3.122822
0.608500,-0.716672
0.609000,-3.773062
0.609500,-6.968977
0.610000,-8.081977
0.610500,-8.053999
0.611000,-5.005662
0.611500,-1.362822
0.612000,1.764517
0.612500,4.960675
0.613000,6.094393
0.613500,4.965085
0.614000,2.588921
0.614500,-0.255617
0.615000,-2.255053
0.615500,-3.478195
0.616000,-3.560519
0.616500,-1.220117
0.617000,2.093902
0.617500,5.371839
0.618000,8.165843
0.618500,8.861775
0.619000,6.828135
0.619500,5.100917
0.620000,0.479047
0.620500,-2.540035
0.621000,-5.495566
0.621500,-6.488124
0.622000,-5.921876
0.622500,-2.622284
0.623000,0.141267
0.623500,4.107921
0.624000,6.004883
0.624500,4.953827
0.625000,3.486905
0.625500,-0.054426
0.626000,-3.448911
0.626500,-5.618336
0.627000,-7.185310
0.627500,-5.896188
0.628000,-4.609819
0.628500,-0.950005
0.629000,1.677042
0.629500,3.924639
0.630000,3.755498
0.630500,2.493101
0.631000,-0.264906
0.631500,-3.736379
0.632000,-5.751225
0.632500,-6.925806
0.633000,-6.210679
0.633500,-3.280241
0.634000,0.426422
0.634500,3.647309
0.635000,7.059910
0.635500,8.131807
0.636000,7.888215
0.636500,5.402424
0.637000,3.051083
0.637500,-0.691653
0.638000,-3.194844
0.638500,-3.281627
0.639000,-3.523103
0.639500,-1.012559
0.640000,3.072845
0.640500,5.261594
0.641000,6.493170
0.641500,5.246375
0.642000,3.478430
0.642500,0.941626
0.643000,-2.988146
0.643500,-5.823250
0.644000,-7.013676
0.644500,-6.054542
0.645000,-4.219266
0.645500,0.075819
0.646000,3.439629
0.646500,4.423520
0.647000,4.946971
0.647500,3.025417
0.648000,-0.029230
0.648500,-3.269682
0.649000,-7.242507
0.649500,-7.858641
0.650000,-7.602482
0.650500,-5.989392
0.651000,-3.658410
0.651500,0.419368
0.652000,4.057242
0.652500,3.710168
0.653000,4.172231
0.653500,1.835653
0.654000,-0.128983
0.654500,-3.259988
0.655000,-4.239105
0.655500,-3.894423
0.656000,-1.376263
0.656500,1.044711
0.657000,4.840834
0.657500,6.960972
0.658000,9.346870
0.658500,7.919527
0.659000,5.538378
0.659500,2.149538
0.660000,-2.216952
0.660500,-4.366383
0.661000,-5.292913
0.661500,-4.873171
0.662000,-3.324836
0.662500,0.400487
0.663000,3.712829
0.663500,4.512787
0.664000,4.969203
0.664500,4.103710
