time_s,vibration_mm_s
0.147000,-3.687518
0.147500,-4.231319
0.148000,-4.779583
0.148500,-5.761987
0.149000,-5.184278
0.149500,-5.043520
0.150000,-5.385300
0.150500,-4.472296
0.151000,-4.979380
0.151500,-4.266541
0.152000,-4.266065
0.152500,-3.619337
0.153000,-3.282771
0.153500,-2.305125
0.154000,-2.112501
0.154500,-1.264195
0.155000,-0.587902
0.155500,-0.083085
0.156000,0.890180
0.156500,2.242351
0.157000,2.043840
0.157500,2.915564
0.158000,3.778307
0.158500,4.233950
0.159000,4.253256
0.159500,3.738778
0.160000,4.981229
0.160500,4.150923
0.161000,5.468147
0.161500,4.938455
0.162000,5.057300
0.162500,4.128231
0.163000,3.552978
0.163500,3.765264
0.164000,3.176225
0.164500,2.478736
0.165000,2.105535
0.165500,2.446257
0.166000,1.162800
0.166500,0.637145
0.167000,-0.015226
0.167500,-0.338970
0.168000,-1.422446
0.168500,-2.515681
0.169000,-2.234619
0.169500,-2.179961
0.170000,-3.016140
0.170500,-2.864226
0.171000,-3.081731
0.171500,-2.262772
0.172000,-2.389471
0.172500,-2.206300
0.173000,-1.925467
0.173500,-1.799618
0.174000,-1.306233
0.174500,-1.335997
0.175000,-1.202101
0.175500,0.116534
0.176000,0.680713
0.176500,1.482189
0.177000,2.074994
0.177500,2.501796
0.178000,1.979137
0.178500,2.519117
0.179000,3.052773
0.179500,3.933586
0.180000,3.642938
0.180500,3.505217
0.181000,2.875806
0.181500,2.510892
0.182000,2.818040
0.182500,1.797272
0.183000,1.665616
0.183500,1.210663
0.184000,1.256230
0.184500,-0.019105
0.185000,-1.370430
0.185500,-0.975615
0.186000,-2.031251
0.186500,-2.390106
0.187000,-3.023107
0.187500,-3.631450
0.188000,-3.743864
0.188500,-4.971758
0.189000,-4.950452
0.189500,-4.775100
0.190000,-5.378525
0.190500,-5.775269
0.191000,-4.924009
0.191500,-4.608006
0.192000,-4.759574
0.192500,-5.077178
0.193000,-3.702023
0.193500,-4.008365
0.194000,-2.728388
0.194500,-2.499211
0.195000,-1.903334
0.195500,-0.932087
0.196000,-0.108062
0.196500,0.462152
0.197000,1.607773
0.197500,1.927247
0.198000,3.061366
0.198500,3.391766
0.199000,3.552640
0.199500,3.915429
0.200000,3.973723
0.200500,4.887967
0.201000,4.798123
0.201500,4.126569
0.202000,4.703303
0.202500,4.411832
0.203000,5.022788
0.203500,3.534526
0.204000,3.209593
0.204500,3.621441
0.205000,3.174377
0.205500,1.866454
0.206000,1.309020
0.206500,1.139014
0.207000,-0.493297
0.207500,-0.913130
0.208000,-0.909781
0.208500,-0.772893
0.209000,-1.914080
0.209500,-2.104763
0.210000,-2.045760
0.210500,-1.925305
0.211000,-2.998144
0.211500,-2.847059
0.212000,-2.159991
0.212500,-3.201124
0.213000,-2.098094
0.213500,-2.529002
0.214000,-1.785601
0.214500,-1.499534
0.215000,-1.299003
0.215500,-0.825567
0.216000,0.115209
0.216500,0.870544
0.217000,0.969888
0.217500,1.508667
0.218000,2.115188
0.218500,1.956270
0.219000,2.875016
0.219500,3.151732
0.220000,3.946195
0.220500,2.988403
0.221000,2.956107
0.221500,3.291596
0.222000,3.125393
0.222500,2.380761
0.223000,2.074411
0.223500,1.977669
0.224000,1.005713
0.224500,0.603886
0.225000,0.188473
0.225500,-0.114023
0.226000,-1.308934
0.226500,-2.377118
0.227000,-3.023350
0.227500,-3.384147
0.228000,-3.950127
0.228500,-4.034836
0.229000,-4.817960
0.229500,-4.989260
0.230000,-5.267125
0.230500,-5.307839
0.231000,-4.748073
0.231500,-4.933893
0.232000,-5.011735
0.232500,-4.929906
0.233000,-4.575180
0.233500,-3.874348
0.234000,-3.269335
0.234500,-3.205984
0.235000,-2.232032
0.235500,-2.267800
0.236000,-0.764522
0.236500,0.161104
0.237000,0.528658
0.237500,1.978681
0.238000,1.719482
0.238500,2.743508
0.239000,3.235556
0.239500,3.723000
0.240000,4.147183
0.240500,4.564507
0.241000,5.068086
0.241500,5.398179
0.242000,4.958479
0.242500,5.187112
0.243000,4.500681
0.243500,4.766097
0.244000,3.897397
0.244500,4.135397
0.245000,4.051269
0.245500,2.705245
0.246000,1.410940
0.246500,1.390967
0.247000,1.407163
0.247500,0.566300
0.248000,-0.125430
0.248500,-0.412864
0.249000,-1.104774
0.249500,-1.299901
0.250000,-1.789177
0.250500,-1.887870
0.251000,-2.522471
0.251500,-2.472472
0.252000,-2.949535
0.252500,-3.016787
0.253000,-2.086933
0.253500,-2.404912
0.254000,-1.919940
0.254500,-1.812614
0.255000,-1.658797
0.255500,-1.002129
0.256000,-0.023380
0.256500,0.167288
0.257000,-0.122199
0.257500,0.896126
0.258000,2.066747
0.258500,1.803049
0.259000,1.633595
0.259500,3.251866
0.260000,3.083505
0.260500,2.997280
0.261000,2.984501
0.261500,3.497575
0.262000,2.843001
0.262500,3.258622
0.263000,2.783297
0.263500,2.333590
0.264000,1.877895
0.264500,1.278229
0.265000,1.162066
0.265500,-0.093919
0.266000,-0.976319
0.266500,-0.827450
0.267000,-1.456953
0.267500,-2.131772
0.268000,-2.750936
0.268500,-3.557168
0.269000,-3.664846
0.269500,-4.383819
0.270000,-4.886941
0.270500,-5.086342
0.271000,-4.435771
0.271500,-5.816201
0.272000,-4.997466
0.272500,-5.620621
0.273000,-4.830443
0.273500,-4.607328
0.274000,-4.758171
0.274500,-3.383505
0.275000,-3.072755
0.275500,-3.035397
0.276000,-1.322007
0.276500,-0.397465
0.277000,0.354148
0.277500,0.691252
0.278000,1.299952
0.278500,2.436976
0.279000,3.204904
0.279500,3.599059
0.280000,3.389285
0.280500,4.225693
0.281000,4.656819
0.281500,4.122290
0.282000,5.073243
0.282500,5.756501
0.283000,5.135959
0.283500,5.280420
0.284000,4.588121
0.284500,4.171509
0.285000,3.926240
0.285500,3.036220
0.286000,2.458839
0.286500,2.672497
0.287000,2.115595
0.287500,0.681843
0.288000,0.763216
0.288500,-0.193560
0.289000,-0.600978
0.289500,-1.071787
0.290000,-1.342087
0.290500,-2.052321
0.291000,-1.904151
0.291500,-2.524423
0.292000,-2.563230
0.292500,-3.133875
0.293000,-2.058648
0.293500,-2.535183
0.294000,-2.253292
0.294500,-2.793057
0.295000,-2.177889
0.295500,-1.058809
0.296000,-0.947585
0.296500,-1.240150
0.297000,0.290886
0.297500,0.241138
0.298000,1.421414
0.298500,1.370742
0.299000,1.911754
0.299500,2.643364
0.300000,2.247817
0.300500,2.476281
0.301000,2.939225
0.301500,3.397790
0.302000,2.654569
0.302500,2.458430
0.303000,3.162389
0.303500,2.407338
0.304000,2.142522
0.304500,1.215254
0.305000,1.145485
0.305500,0.841614
0.306000,0.586168
0.306500,-0.624764
0.307000,-0.407636
0.307500,-1.863006
0.308000,-2.486066
0.308500,-2.305559
0.309000,-3.325031
0.309500,-4.092928
0.310000,-4.387622
0.310500,-4.215393
0.311000,-4.444303
0.311500,-5.417477
0.312000,-5.221072
0.312500,-5.146901
0.313000,-5.392929
0.313500,-4.835356
0.314000,-4.485043
0.314500,-3.668091
0.315000,-3.142420
0.315500,-3.105955
0.316000,-2.431098
0.316500,-1.442249
0.317000,-1.165513
0.317500,-0.023117
0.318000,0.473673
0.318500,0.885254
0.319000,1.581103
0.319500,3.070779
0.320000,3.101259
0.320500,4.253072
0.321000,3.942821
0.321500,4.580174
0.322000,5.576715
0.322500,4.531131
0.323000,4.297664
0.323500,5.371797
0.324000,4.493086
0.324500,4.542313
0.325000,4.024545
0.325500,3.925301
0.326000,3.032898
0.326500,2.781080
0.327000,2.437506
0.327500,1.334777
0.328000,0.836465
0.328500,0.354675
0.329000,-0.613529
0.329500,-0.821469
0.330000,-1.149374
0.330500,-1.793439
0.331000,-2.145968
0.331500,-2.381285
0.332000,-2.846229
0.332500,-2.531521
0.333000,-2.339150
0.333500,-2.983948
0.334000,-2.544489
0.334500,-2.608381
0.335000,-2.130295
0.335500,-1.375498
0.336000,-1.352233
0.336500,-1.710456
0.337000,-0.455621
0.337500,0.313568
0.338000,0.308490
0.338500,1.231753
0.339000,1.118217
0.339500,1.282033
0.340000,2.246656
0.340500,1.919285
0.341000,2.718375
0.341500,3.443968
0.342000,2.432970
0.342500,2.673486
0.343000,2.689888
0.343500,2.868606
0.344000,2.514591
0.344500,2.800759
0.345000,2.236807
0.345500,1.599686
0.346000,0.943045
0.346500,0.449492
0.347000,-0.602870
0.347500,-0.632952
0.348000,-1.958085
0.348500,-1.901551
0.349000,-2.378190
0.349500,-3.278916
0.350000,-3.920168
0.350500,-4.158106
0.351000,-5.662386
0.351500,-4.831290
0.352000,-5.159151
0.352500,-5.220451
0.353000,-4.936478
0.353500,-5.087983
0.354000,-5.237531
0.354500,-4.567077
0.355000,-4.081667
0.355500,-3.569613
0.356000,-2.984608
0.356500,-2.047630
0.357000,-2.113520
0.357500,-0.960054
0.358000,0.160601
0.358500,-0.163953
0.359000,1.227917
0.359500,1.654667
0.360000,2.382377
0.360500,2.792512
0.361000,3.579143
0.361500,4.733753
0.362000,4.010267
0.362500,4.312806
0.363000,4.437042
0.363500,5.566697
0.364000,4.768457
0.364500,4.790552
0.365000,4.433411
0.365500,3.930982
0.366000,3.787303
0.366500,4.269400
0.367000,3.378887
0.367500,2.032131
0.368000,1.966667
0.368500,0.843256
0.369000,-0.093487
0.369500,0.293310
0.370000,-0.220857
0.370500,-0.782490
0.371000,-1.781025
0.371500,-2.078495
0.372000,-2.087884
0.372500,-2.463034
0.373000,-2.902184
0.373500,-3.407243
0.374000,-2.788127
0.374500,-2.350706
0.375000,-2.964757
0.375500,-2.062148
0.376000,-1.840608
0.376500,-1.305544
0.377000,-0.826065
0.377500,-0.901609
0.378000,-0.729230
0.378500,0.153855
0.379000,1.150147
0.379500,1.128071
0.380000,1.520567
0.380500,1.525846
0.381000,3.119070
0.381500,3.069227
0.382000,3.247974
0.382500,3.432528
0.383000,3.323401
0.383500,2.973749
0.384000,2.849457
0.384500,2.516513
0.385000,3.263885
0.385500,2.134470
0.386000,1.306768
0.386500,1.102444
0.387000,0.009114
0.387500,0.278896
0.388000,-1.109661
0.388500,-1.338889
0.389000,-1.767620
0.389500,-2.608101
0.390000,-3.272951
0.390500,-3.813014
0.391000,-4.282301
0.391500,-4.833957
0.392000,-5.073323
0.392500,-4.588774
0.393000,-5.236481
0.393500,-5.463347
0.394000,-5.255844
0.394500,-4.475205
0.395000,-4.311132
0.395500,-3.946732
0.396000,-3.744257
0.396500,-2.890701
0.397000,-2.691498
0.397500,-1.882682
0.398000,-0.742834
0.398500,-0.046588
0.399000,0.038121
0.399500,0.805899
0.400000,1.840836
0.400500,3.063676
0.401000,2.391431
0.401500,3.694859
0.402000,3.573771
0.402500,4.204671
0.403000,4.576781
0.403500,4.736299
0.404000,4.774730
0.404500,4.940858
0.405000,4.628551
0.405500,4.086710
0.406000,4.565824
0.406500,4.170778
0.407000,3.747152
0.407500,2.399701
0.408000,2.485670
0.408500,2.028848
0.409000,0.826184
0.409500,0.583566
0.410000,-0.054051
0.410500,0.064881
0.411000,-0.432265
0.411500,-2.161566
0.412000,-1.115813
0.412500,-2.645989
0.413000,-2.239499
0.413500,-2.415072
0.414000,-3.187202
0.414500,-2.661238
0.415000,-2.779407
0.415500,-2.372078
0.416000,-2.231945
0.416500,-1.570598
0.417000,-1.579167
0.417500,-1.231232
0.418000,-0.318775
0.418500,-0.005447
0.419000,0.551221
0.419500,0.561873
0.420000,0.909695
0.420500,1.525941
0.421000,1.911667
0.421500,2.751889
0.422000,3.099172
0.422500,2.908520
0.423000,3.586413
0.423500,3.600072
0.424000,3.151928
0.424500,2.634440
0.425000,3.240464
0.425500,2.350435
0.426000,2.020637
0.426500,1.392533
0.427000,0.675165
0.427500,-0.100326
0.428000,0.027144
0.428500,-1.097852
0.429000,-0.388784
0.429500,-2.467458
0.430000,-3.132015
0.430500,-3.080393
0.431000,-3.239370
0.431500,-4.203724
0.432000,-4.402465
0.432500,-5.539490
0.433000,-5.330192
0.433500,-5.569275
0.434000,-5.855383
0.434500,-5.046776
0.435000,-5.666481
0.435500,-5.039695
0.436000,-4.367783
0.436500,-3.988814
0.437000,-3.002274
0.437500,-2.413779
0.438000,-1.537140
0.438500,-0.879501
0.439000,-0.014980
0.439500,0.319663
0.440000,1.151643
0.440500,1.924758
0.441000,2.456109
0.441500,2.875049
0.442000,3.439468
0.442500,3.734673
0.443000,4.547429
0.443500,4.652860
0.444000,4.641378
0.444500,4.728484
0.445000,4.522027
0.445500,5.174156
0.446000,4.649627
0.446500,4.021649
0.447000,4.227429
0.447500,3.298496
0.448000,2.493665
0.448500,2.788657
0.449000,1.656412
0.449500,1.096817
0.450000,0.647002
0.450500,0.436938
0.451000,-0.525512
0.451500,-1.482340
0.452000,-1.350655
0.452500,-2.126431
0.453000,-1.639624
0.453500,-2.565145
0.454000,-3.526665
0.454500,-2.711090
0.455000,-2.158499
0.455500,-2.202967
0.456000,-1.945155
0.456500,-2.696024
0.457000,-1.702268
0.457500,-1.895335
0.458000,-1.134908
0.458500,-1.191598
0.459000,-0.479358
0.459500,0.012869
0.460000,1.064361
0.460500,1.513312
0.461000,1.782354
0.461500,1.621514
0.462000,2.338213
0.462500,2.473211
0.463000,3.250878
0.463500,3.489057
0.464000,3.489709
0.464500,2.809193
0.465000,1.977914
0.465500,2.092918
0.466000,2.898823
0.466500,1.872076
0.467000,1.290469
0.467500,1.608212
0.468000,0.906998
0.468500,-0.132663
0.469000,-0.871800
0.469500,-1.451168
0.470000,-1.954294
0.470500,-2.080816
0.471000,-3.063642
0.471500,-3.477898
0.472000,-3.780326
0.472500,-4.982158
0.473000,-4.607616
0.473500,-5.181877
0.474000,-6.068415
0.474500,-5.940021
0.475000,-5.455893
0.475500,-4.715998
0.476000,-4.565749
0.476500,-4.151533
0.477000,-3.058223
0.477500,-3.634371
0.478000,-2.584444
0.478500,-1.801303
0.479000,-1.460945
0.479500,-0.465987
0.480000,-0.301175
0.480500,1.478808
0.481000,1.449806
0.481500,3.064124
0.482000,2.954401
0.482500,3.873454
0.483000,3.966958
0.483500,4.361591
0.484000,4.462064
0.484500,4.904451
0.485000,5.069536
0.485500,4.677777
0.486000,4.802769
0.486500,4.431467
0.487000,5.158685
0.487500,3.949688
0.488000,4.077676
0.488500,2.964132
0.489000,2.571941
0.489500,1.433949
0.490000,1.136284
0.490500,0.758623
0.491000,0.642740
0.491500,-0.407167
0.492000,-0.534746
0.492500,-1.278234
0.493000,-1.354530
0.493500,-2.295183
0.494000,-1.709537
0.494500,-2.903268
0.495000,-3.101201
0.495500,-3.267179
0.496000,-1.950803
0.496500,-2.318476
0.497000,-2.481936
0.497500,-1.616097
0.498000,-1.438638
0.498500,-0.565904
0.499000,-1.331280
0.499500,-0.391799
0.500000,0.042122
0.500500,0.014339
0.501000,1.561466
0.501500,1.551320
0.502000,2.317817
0.502500,3.243272
0.503000,2.586921
0.503500,2.782138
0.504000,3.108662
0.504500,3.463691
0.505000,2.881259
0.505500,2.729882
0.506000,3.102991
0.506500,2.562630
0.507000,1.332347
0.507500,1.165688
0.508000,1.605013
0.508500,0.655066
0.509000,-0.355040
0.509500,-0.774282
0.510000,-1.345582
0.510500,-1.722623
0.511000,-3.064878
0.511500,-3.458049
0.512000,-3.593402
0.512500,-4.187217
0.513000,-4.342033
0.513500,-5.279045
0.514000,-4.938783
0.514500,-4.799255
0.515000,-5.027065
0.515500,-5.061948
0.516000,-4.955195
0.516500,-4.925744
0.517000,-4.276928
0.517500,-3.342788
0.518000,-3.280550
0.518500,-2.940005
0.519000,-2.137752
0.519500,-1.193201
0.520000,-0.668217
0.520500,0.367073
0.521000,1.108070
0.521500,1.941873
0.522000,2.797596
0.522500,3.265537
0.523000,3.143901
0.523500,3.633542
0.524000,4.317635
0.524500,4.488550
0.525000,4.452868
0.525500,4.800863
0.526000,4.792055
0.526500,4.625660
0.527000,4.556712
0.527500,4.795842
0.528000,4.086966
0.528500,4.443740
0.529000,3.138605
0.529500,2.429401
0.530000,1.949785
0.530500,1.435352
0.531000,0.889723
0.531500,0.865305
0.532000,-0.732747
0.532500,-0.674378
0.533000,-1.390767
0.533500,-2.440884
0.534000,-1.978282
0.534500,-2.083156
0.535000,-3.021691
0.535500,-2.832154
0.536000,-3.451412
0.536500,-3.218717
0.537000,-2.257158
0.537500,-2.553575
0.538000,-2.472592
0.538500,-1.635317
0.539000,-1.477230
0.539500,-0.997598
0.540000,-0.085187
0.540500,-0.248163
0.541000,0.343392
0.541500,1.201348
0.542000,1.945421
0.542500,2.456672
0.543000,2.154150
0.543500,3.014277
0.544000,2.637522
0.544500,3.696078
0.545000,2.718830
0.545500,3.549973
0.546000,2.734233
0.546500,3.458574
0.547000,2.665308
0.547500,1.727328
0.548000,1.452661
0.548500,1.398895
0.549000,0.932713
0.549500,-0.060274
0.550000,-0.644630
0.550500,-1.030055
0.551000,-1.880198
0.551500,-2.990624
0.552000,-3.400123
0.552500,-3.563132
0.553000,-3.689032
0.553500,-3.945398
0.554000,-4.552117
0.554500,-4.947514
0.555000,-4.912011
0.555500,-5.432350
0.556000,-5.174602
0.556500,-5.229064
0.557000,-5.097885
0.557500,-4.170020
0.558000,-3.760823
0.558500,-3.046429
0.559000,-2.490778
0.559500,-1.937866
0.560000,-1.128757
0.560500,-0.613950
0.561000,0.280085
0.561500,0.610492
0.562000,1.702207
0.562500,2.479133
0.563000,2.633345
0.563500,3.445719
0.564000,3.695057
0.564500,4.131000
0.565000,4.232004
0.565500,5.282087
0.566000,5.324917
0.566500,5.151370
0.567000,5.564641
0.567500,4.622580
0.568000,5.473484
0.568500,3.973213
0.569000,3.709251
0.569500,2.985691
0.570000,2.710735
0.570500,2.292587
0.571000,1.358512
0.571500,1.411777
0.572000,0.273175
0.572500,-0.293937
0.573000,-1.248793
0.573500,-1.277516
0.574000,-1.904237
0.574500,-2.433810
0.575000,-2.778649
0.575500,-1.774185
0.576000,-2.916646
0.576500,-3.360683
0.577000,-3.033334
0.577500,-2.660093
0.578000,-2.223777
0.578500,-1.921103
0.579000,-1.514708
0.579500,-1.560113
0.580000,-0.756717
0.580500,-0.695494
0.581000,-0.103995
0.581500,0.294105
0.582000,0.688337
0.582500,1.938455
0.583000,2.228294
0.583500,2.697834
0.584000,2.675034
0.584500,3.165668
0.585000,2.429571
0.585500,3.414541
0.586000,3.151701
0.586500,3.196092
0.587000,2.907250
0.587500,2.140500
0.588000,1.592992
0.588500,1.426606
0.589000,1.368699
0.589500,0.855404
0.590000,-0.461764
0.590500,-0.949368
0.591000,-1.493865
0.591500,-1.997460
0.592000,-2.962797
0.592500,-3.564830
0.593000,-3.889119
0.593500,-4.045917
0.594000,-4.892410
0.594500,-4.841057
0.595000,-4.661153
0.595500,-5.621766
0.596000,-5.272025
0.596500,-4.771891
0.597000,-5.105264
0.597500,-4.888196
0.598000,-3.913933
0.598500,-3.974420
0.599000,-2.948264
0.599500,-2.584727
0.600000,-2.199820
0.600500,-1.215570
0.601000,-0.548305
0.601500,0.431195
0.602000,0.612133
0.602500,1.529046
0.603000,2.169123
0.603500,3.064466
0.604000,3.024909
0.604500,4.232179
0.605000,4.448939
0.605500,4.143355
0.606000,5.249000
0.606500,5.729585
0.607000,5.318307
0.607500,5.386676
0.608000,4.739609
0.608500,3.859220
0.609000,3.442491
0.609500,3.750092
0.610000,2.963357
0.610500,2.309570
0.611000,2.029806
0.611500,1.666613
0.612000,0.334085
0.612500,0.083574
0.613000,0.188419
0.613500,-1.262206
0.614000,-1.079613
0.614500,-1.992765
0.615000,-2.002194
0.615500,-2.102230
0.616000,-2.436802
0.616500,-2.500940
0.617000,-3.256317
0.617500,-2.409342
0.618000,-2.957947
0.618500,-2.348491
0.619000,-2.055175
0.619500,-1.617215
0.620000,-1.256184
0.620500,-1.214045
0.621000,-0.906134
0.621500,0.372647
0.622000,0.635279
0.622500,1.463204
0.623000,1.509874
0.623500,1.459037
0.624000,2.662745
0.624500,2.506170
0.625000,2.994688
0.625500,2.807874
0.626000,3.684095
0.626500,2.786923
0.627000,2.870418
0.627500,2.831492
0.628000,2.130706
0.628500,2.266794
0.629000,2.279879
0.629500,1.044399
0.630000,0.801437
0.630500,-0.892966
0.631000,-0.565442
0.631500,-1.295552
0.632000,-2.104842
0.632500,-2.055531
0.633000,-3.132500
0.633500,-3.619222
0.634000,-4.169263
0.634500,-5.117705
0.635000,-5.171639
0.635500,-4.678139
0.636000,-5.895935
0.636500,-5.468008
0.637000,-5.279290
0.637500,-4.366122
0.638000,-4.444290
0.638500,-4.549917
0.639000,-3.451589
0.639500,-3.641250
0.640000,-2.434224
0.640500,-2.612161
0.641000,-1.067516
0.641500,-0.863981
0.642000,-0.347811
0.642500,0.667316
0.643000,1.553251
0.643500,1.962596
0.644000,2.961721
0.644500,3.135276
0.645000,4.055671
0.645500,4.410275
0.646000,4.560792
0.646500,4.657927
0.647000,4.995669
0.647500,5.163913
0.648000,5.621008
0.648500,5.058772
0.649000,4.810113
0.649500,5.203461
0.650000,3.881827
0.650500,3.385454
0.651000,2.925071
0.651500,1.750126
0.652000,1.348531
0.652500,0.718090
0.653000,0.518736
0.653500,-0.352140
0.654000,-0.792308
0.654500,-0.962992
0.655000,-1.486250
0.655500,-2.221520
0.656000,-2.699560
0.656500,-2.285180
0.657000,-2.542317
0.657500,-3.417291
0.658000,-2.918236
0.658500,-2.618415
0.659000,-2.190396
0.659500,-1.856807
0.660000,-1.722708
0.660500,-1.208662
0.661000,-0.938875
0.661500,-0.714210
0.662000,-0.069655
0.662500,0.531726
0.663000,1.005236
0.663500,0.824832
0.664000,1.774898
0.664500,2.312394
0.665000,2.511297
